optimized_group_id,headword,source_count,source_words,added_count,added_forms,memory_word_count,all_memory_words,source_group_id,decision,root_affix,group_explanation,memory_link,mnemonic,collocations,related_recommendations,definitions
O0899,hostage,1,hostage,0,,1,hostage,D0893,kept,,,,,,,hostage: n. 人质；抵押品
O0900,household,2,"household, housewife",0,,2,"household, housewife",D0894,kept,house + hold/wife,复合词，均与家和家庭相关。,一个家庭(household)里有家庭主妇(housewife)。,家庭主妇打理一家人。,household appliances - 家用电器 | housewife duties - 主妇职责,,household: n. 一家人，一户；同住一所房子的人；王室 (the Household)adj. 家庭的，家用的；家喻户晓的n. (Household)（美、瑞）豪斯霍尔德（人名） | housewife: n. 家庭主妇
O0901,hover,1,hover,0,,1,hover,D0895,kept,,,,,,,hover: vi. 盘旋，翱翔；徘徊n. 徘徊；盘旋；犹豫vt. 孵；徘徊在…近旁n. (Hover)人名；(英、德)霍弗
O0902,humanity,2,"humanity, humble",0,,2,"humanity, humble",D0896,kept,hum- 土，低; humanity来自human（人），humble来自humilis（低）,同根hum-，人类(泥土造)保持谦卑。,人类(humanity)应谦卑(humble)，不忘尘世起源。,人类谦卑不忘本。,crimes against humanity - 反人类罪行 | in my humble opinion - 依我拙见,注意与humid区分,humanity: n. 人类；人道；仁慈；人文学科 | humble: adj. 谦逊的；简陋的；（级别或地位）低下的；不大的vt. 使谦恭；轻松打败（尤指强大的对手）；低声下气
O0903,humid,2,"humid, humidity",0,,2,"humid, humidity",D0897,kept,humid- 湿,humid形容词，humidity名词，均表潮湿。,潮湿(humid)天气中湿度(humidity)高。,湿气重，湿度高。,humid climate - 潮湿气候 | relative humidity - 相对湿度,,humid: adj. 潮湿的；湿润的；多湿气的 | humidity: n. [气象] 湿度；湿气
O0904,humorous,1,humorous,0,,1,humorous,D0898,kept,,,,,,,humorous: adj. 诙谐的，幽默的；滑稽的，可笑的
O0905,hurl,1,hurl,0,,1,hurl,D0899,kept,,,,,,,hurl: vt. 丢下；用力投掷；愤慨地说出vi. 猛投；猛掷n. 用力的投掷
O0906,hut,1,hut,0,,1,hut,D0900,kept,,,,,,,hut: n. 小屋；临时营房vt. 使住在小屋中；驻扎vi. 住在小屋中；驻扎n. (Hut)人名；(阿拉伯、罗、塞)胡特
O0907,hypothesis,1,hypothesis,0,,1,hypothesis,D0901,kept,,,,,,,hypothesis: n. 假设
O0908,hysterical,1,hysterical,0,,1,hysterical,D0902,kept,,,,,,,hysterical: adj. 歇斯底里的；异常兴奋的
O0909,ideal,1,ideal,0,,1,ideal,D0903,kept,,,,,,,ideal: adj. 理想的；完美的；想象的；不切实际的n. 理想；典范
O0910,identify,4,"identical, identification, identify, identity",0,,4,"identical, identification, identify, identity",D0904,kept,"ident- (相同) + -ify (使成为), -ity (名词), -ical (形容词), -ication (名词)",这些词都与“同一性、身份”相关，核心是“相同”,想象在机场安检时，你出示身份证件（identification）来证明你的身份（identity），系统识别（identify）出你和照片完全一样（identical）。,身份识别全相同，ident家族一记通,identity card - 身份证 | identify with - 认同 | identical twin - 同卵双胞胎,identify 常搭配 with，表示认同或与…一致,identical: adj. 同一的；完全相同的n. 完全相同的事物 | identification: n. 鉴定，识别；认同；身份证明 | identify: vt. 确定；鉴定；识别，辨认出；使参与；把……看成一样vi. 确定；认同；一致 | identity: n. 身份；同一性，一致；特性；恒等式
O0911,ideology,1,ideology,0,,1,ideology,D0905,kept,,,,,,,ideology: n. 意识形态；思想意识；观念学
O0912,idiom,1,idiom,0,,1,idiom,D0906,kept,,,,,,,idiom: n. 成语，习语；土话
O0913,idle,1,idle,0,,1,idle,D0907,kept,,,,,,,idle: adj. 闲置的；懒惰的；停顿的vi. 无所事事；虚度；空转vt. 虚度；使空转
O0914,ignite,1,ignite,0,,1,ignite,D0908,kept,,,,,,,ignite: vt. 点燃；使燃烧；使激动vi. 点火；燃烧
O0915,ignorant,2,"ignorance, ignorant",0,,2,"ignorance, ignorant",D0909,kept,"ig- (不) + gnor (知道) + -ance (名词), -ant (形容词)",gnor词根意为“知道”，加上否定前缀，表示无知,一个人因为无知（ignorance）而变得愚昧（ignorant），但他不自知,无知 ignor，不学无术全包括,be ignorant of - 对…无知 | ignorance is bliss - 无知是福,反义词：knowledgeable 博学的,ignorance: n. 无知，愚昧；不知，不懂 | ignorant: adj. 无知的；愚昧的
O0916,illuminate,3,"illuminate, illustrate, illustration",0,,3,"illuminate, illustrate, illustration",D0910,kept,"il- (进入) + lumin (光) / lustr (照亮) + -ate, -ion",都来自拉丁语“illuminare”（照亮），后衍生为阐明、图解,老师用投影仪照亮（illuminate）屏幕，并用图解（illustration）来举例说明（illustrate）知识点，使教室一片光明,照亮阐明用 illumin，插图说明 illustrate 连,illuminate a street - 照亮街道 | illustrate a point - 阐明观点 | full of illustrations - 充满插图,勿混淆 illusion（幻觉），它的词根是lud（玩）,illuminate: vt. 阐明，说明；照亮；使灿烂；用灯装饰vi. 照亮 | illustrate: vt. 阐明，举例说明；图解vi. 举例 | illustration: n. 说明；插图；例证；图解
O0917,illusion,1,illusion,0,,1,illusion,D0911,kept,,,,,,,illusion: n. 幻觉，错觉；错误的观念或信仰
O0918,image,4,"image, imaginary, imagination, imaginative",0,,4,"image, imaginary, imagination, imaginative",D0912,kept,"imag- (形象，想象) + -ine (名词), -ary (形容词), -ation (名词), -ative (形容词)",词根“imag”表示形象或想象，这四个词围绕想象、形象展开,一个画家，脑子里有丰富的想象力（imagination），富有创造力（imaginative），能画出虚构的（imaginary）奇幻场景，这些作品就是他的形象（image）,形象家族 imag，想象虚构全拿下,public image - 公众形象 | vivid imagination - 生动的想象力 | imaginary friend - 假想朋友,对比：imaginary 不真实的；imaginative 有想象力的,image: n. 影像；想象；肖像；偶像vt. 想象；反映；象征；作…的像n. (Image)人名；(法)伊马热 | imaginary: adj. 虚构的，假想的；想象的；虚数的 | imagination: n. [心理] 想象力；空想；幻想物 | imaginative: adj. 富于想象的；有创造力的
O0919,imitate,2,"imitate, imitation",0,,2,"imitate, imitation",D0913,kept,"imit- (模仿) + -ate (动词), -ation (名词)",同词根，模仿的行为和结果,小孩喜欢模仿（imitate）大人说话，但有时只是仿制品（imitation），并不真实,模仿 imit，动词名词一起记,imitate sb's style - 模仿某人的风格 | imitation leather - 人造皮革,辨析：imitate 侧重模仿，copy 指复制,imitate: vt. 模仿，仿效；仿造，仿制 | imitation: n. 模仿，仿造；仿制品adj. 人造的，仿制的
O0920,immediate,1,immediate,0,,1,immediate,D0914,kept,,,,,,,immediate: adj. 立即的；直接的；最接近的
O0921,immense,1,immense,0,,1,immense,D0915,kept,,,,,,,immense: adj. 巨大的，广大的；无边无际的；非常好的
O0922,immerse,1,immerse,0,,1,immerse,D0916,kept,,,,,,,immerse: vt. 沉浸；使陷入
O0923,immigrant,1,immigrant,0,,1,immigrant,D0917,kept,,,,,,,immigrant: adj. 移民的；迁入的n. 移民，侨民
O0924,immune,1,immune,0,,1,immune,D0918,kept,,,,,,,immune: adj. 免疫的；免于……的，免除的n. 免疫者；免除者
O0925,impact,1,impact,0,,1,impact,D0919,kept,,,,,,,impact: n. 影响；效果；碰撞；冲击力vt. 挤入，压紧；撞击；对…产生影响vi. 影响；撞击；冲突；压紧（on，upon，with）
O0926,impair,1,impair,0,,1,impair,D0920,kept,,,,,,,impair: vt. 损害；削弱；减少
O0927,impart,1,impart,0,,1,impart,D0921,kept,,,,,,,impart: vt. 告知，传授；透露，透漏；赋予，给予（尤指抽象事物）
O0928,impatient,1,impatient,0,,1,impatient,D0922,kept,,,,,,,impatient: adj. 焦躁的；不耐心的
O0929,imperative,2,"imperative, imperial",0,,2,"imperative, imperial",D0923,kept,"imper- (命令，统治) + -ial (形容词), -ative (形容词)",都源自拉丁语 imperare（命令、统治），imperial 帝国的，imperative 命令的、必要的,皇帝（imperial）发布命令（imperative），要求臣民绝对服从,imper 命令统治，帝国必要一起记,imperial palace - 皇宫 | moral imperative - 道德上的必要,imperialism n. 帝国主义,imperative: adj. 必要的，不可避免的；紧急的；命令的，专横的；势在必行的；[语]祈使的n. 必要的事；命令；需要；规则；[语]祈使语气 | imperial: adj. 帝国的；皇帝的；至高无上的；威严的n. 纸张尺寸；特等品n. (Imperial)人名；(西)因佩里亚尔
O0930,impetus,1,impetus,0,,1,impetus,D0924,kept,,,,,,,impetus: n. 动力；促进；冲力；动量
O0931,implement,1,implement,0,,1,implement,D0925,kept,,,,,,,implement: vt. 实施，执行；实现，使生效n. 工具，器具；手段
O0932,imply,3,"implication, implicit, imply",0,,3,"implication, implicit, imply",D0926,kept,im- (进入) + ply/plic (折叠) → 隐含,词根“plic”表示折叠，imply是把意思折进去，即暗示；implicit含蓄的；implication含义暗示,他的话暗示（imply）了一个含蓄的（implicit）威胁，其含义（implication）令人不安,暗示隐含 implic，折叠进去才明白,imply a threat - 暗示威胁 | implicit trust - 绝对信任 | by implication - 含蓄地,explicit 明确的，与 implicit 互为反义词,implication: n. 含义；暗示；牵连，卷入；可能的结果，影响 | implicit: adj. 含蓄的；暗示的；盲从的 | imply: vt. 意味；暗示；隐含
O0933,importance,1,importance,0,,1,importance,D0927,kept,,,,,,,importance: n. 价值；重要；重大；傲慢
O0934,impose,1,impose,0,,1,impose,D0928,kept,,,,,,,impose: vi. 利用；欺骗；施加影响vt. 强加；征税；以…欺骗
O0935,impression,2,"impression, impressive",0,,2,"impression, impressive",D0929,kept,im- = into + press = 压 → 压入脑海 → 印象；-ive 形容词后缀,impression是名词，impressive是形容词，均源自‘压入’的概念,一场展览给你的印象(impression)如此深刻，以至于你觉得它非常impressive(令人赞叹的),压入脑中的印象，让人赞叹的,first impression - 第一印象 | impressive performance - 令人印象深刻的表演,impress v. 给…留下印象,impression: n. 印象；效果，影响；压痕，印记；感想；曝光（衡量广告被显示的次数。打开一个带有该广告的网页，则该广告的impression 次数增加一次） | impressive: adj. 感人的；令人钦佩的；给人以深刻印象的
O0936,imprison,1,imprison,0,,1,imprison,D0930,kept,,,,,,,imprison: vt. 监禁；关押；使…下狱
O0937,improvement,1,improvement,0,,1,improvement,D0931,kept,,,,,,,improvement: n. 改进，改善；提高
O0938,impulse,1,impulse,0,,1,impulse,D0932,kept,,,,,,,impulse: n. 冲动；[电子] 脉冲；刺激；神经冲动；推动力vt. 推动
O0939,inaugurate,1,inaugurate,0,,1,inaugurate,D0933,kept,,,,,,,inaugurate: vt. 创新；开辟；开创；举行开幕典礼；举行就职典礼
O0940,incentive,1,incentive,0,,1,incentive,D0934,kept,,,,,,,incentive: n. 动机；刺激
O0941,incidence,2,"incidence, incidentally",0,,2,"incidence, incidentally",D0935,kept,in- = on + cid = 落 → 落在…上 → 发生；incidence 发生率；incidentally 附带地,事件发生率与附带提及,事故的发生率(incidence)很高，顺便(incidentally)提醒大家注意安全,事件落上发生，顺便一提附带,high incidence of - …的高发生率 | incidentally mentioned - 顺便提及,incident n. 事件,incidence: n. 发生率；影响；[光] 入射；影响范围 | incidentally: adv. 顺便；偶然地；附带地
O0942,incline,1,incline,0,,1,incline,D0936,kept,,,,,,,incline: v. 倾向于；（使）倾向于；赞同（某人或某事）；有……倾向；（使）倾斜；低头n. 斜坡；斜面
O0943,inclusive,1,inclusive,0,,1,inclusive,D0937,kept,,,,,,,inclusive: adj. 包含的，包括的；包含全部费用的；
O0944,incorporate,1,incorporate,0,,1,incorporate,D0938,kept,,,,,,,incorporate: vt. 包含，吸收；体现；把……合并vi. 合并；混合；组成公司adj. 合并的；一体化的；组成公司的
O0945,increasingly,1,increasingly,0,,1,increasingly,D0939,kept,,,,,,,increasingly: adv. 越来越多地；渐增地
O0946,infinite,5,"incredible, indispensable, inevitable, infinite, innumerable",0,,5,"incredible, indispensable, inevitable, infinite, innumerable",D0940,kept,in-不 + fin=end结束→无限； in-不 + numer=number + able→数不清,两者都表示数量极多，无法计算,宇宙无限，星星无数,无限(infinite)空间里有无数的(innumerable)星,infinite possibilities - 无限可能 | innumerable stars - 数不清的星星,finite有限的 | numerous许多的,incredible: adj. 不能相信的，难以置信的；极好的，极大的 | indispensable: adj. 不可缺少的；绝对必要的；责无旁贷的n. 不可缺少之物；必不可少的人 | inevitable: adj. 必然的，不可避免的 | infinite: adj. 无限的，无穷的；无数的；极大的n. 无限；[数] 无穷大；无限的东西（如空间，时间） | innumerable: adj. 无数的，数不清的
O0947,incur,1,incur,0,,1,incur,D0941,kept,,,,,,,incur: v. 招致，遭受；引致，带来……
O0948,inefficient,4,"indefinite, indirect, inefficient, inexpensive",0,,4,"indefinite, indirect, inefficient, inexpensive",D0942,kept,"in- = not + 原词：efficient, direct, expensive, definite",四个常用形容词加否定前缀in-构成反义词,一家公司效率低(inefficient)，沟通间接(indirect)，产品便宜(inexpensive)但品质不定(indefinite),否前加in，效率低绕便不定,inefficient system - 低效系统 | indirect route - 间接路线 | inexpensive goods - 便宜货 | indefinite period - 不定期限,"其他否定前缀：im- (impossible), ir- (irregular), il- (illegal)",indefinite: adj. 不确定的；无限的；模糊的 | indirect: adj. 间接的；迂回的；非直截了当的 | inefficient: adj. 无效率的，效率低的；无能的 | inexpensive: adj. 便宜的
O0949,independence,1,independence,0,,1,independence,D0943,kept,,,,,,,independence: n. 独立性，自立性；自主
O0950,indicate,4,"index, indicate, indication, indicative",0,,4,"index, indicate, indication, indicative",D0944,kept,in- = in + dic = 说 → 指出；index 源自 in + deik- = 指出，与indicate概念相通,均含‘指示、表明’之意，index原指食指，用于指示,食指(index finger)用来指出(indicate)方向，是明显的指示(indication)方式，具有指示性的(indicative)动作,食指指示，迹象表明,indicate a problem - 表明问题 | clear indication - 明显迹象 | indicative of - 表明… | stock index - 股票指数,indicator n. 指示器,index: n. 指标；指数；索引；指针vi. 做索引vt. 指出；编入索引中 | indicate: vt. 表明；指出；预示；象征 | indication: n. 指示，指出；迹象；象征 | indicative: adj. 象征的；指示的；表示…的n. 陈述语气；陈述语气的动词形式
O0951,indifferent,1,indifferent,0,,1,indifferent,D0945,kept,,,,,,,indifferent: adj. 冷淡的；不关心的；中等的；平庸的；一般的；相当差的；中立的；不分化的n. 冷漠的人
O0952,indignant,2,"indignant, indignation",0,,2,"indignant, indignation",D0946,kept,in- = not + dign = 值得 → 认为不值得而生气 → 愤慨；-ation 名词后缀,因不公平而愤怒的心情,受到不公平对待，她愤愤不平的(indignant)表情和言语中的义愤(indignation)让人同情,认为不值，愤慨不平,indignant at - 对…愤慨 | public indignation - 公愤,furious adj. 狂怒的,indignant: adj. 愤愤不平的；义愤的 | indignation: n. 愤慨；愤怒；义愤
O0953,individual,1,individual,0,,1,individual,D0947,kept,,,,,,,individual: adj. 个人的；个别的；独特的n. 个人，个体
O0954,indoors,1,indoors,0,,1,indoors,D0948,kept,,,,,,,indoors: adv. 在室内，在户内
O0955,induce,1,induce,0,,1,induce,D0949,kept,,,,,,,induce: vt. 诱导；引起；引诱；感应
O0956,indulge,1,indulge,0,,1,indulge,D0950,kept,,,,,,,indulge: vt. 满足；纵容；使高兴；使沉迷于…vi. 沉溺；满足；放任
O0957,industrial,2,"industrial, industrialize",0,,2,"industrial, industrialize",D0951,kept,industry 工业 + -al 形容词后缀；-ize 动词后缀,工业的与使工业化,工业的(industrial)革命推动了国家工业化(industrialize),工业的有力，推进工业化,industrial area - 工业区 | industrialized economy - 工业化经济,industry n. 工业,industrial: adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的n. 工业股票；工业工人 | industrialize: vt. 使工业化vi. 实现工业化
O0958,inertia,1,inertia,0,,1,inertia,D0952,kept,,,,,,,inertia: n. [力] 惯性；惰性，迟钝；不活动
O0959,infant,1,infant,0,,1,infant,D0953,kept,,,,,,,infant: n. 婴儿；幼儿；未成年人adj. 婴儿的；幼稚的；初期的；未成年的n. (Infant)人名；(英)因方特
O0960,infect,2,"infect, infectious",0,,2,"infect, infectious",D0954,kept,in- = in + fect = 做 → 作用于内 → 传染；-ious 形容词后缀,传染和传染性的,病毒可以感染(infect)多人，成为一种传染性的(infectious)疾病,疾病入侵，感染传染,infect a wound - 感染伤口 | infectious disease - 传染病,infection n. 感染,infect: vt. 感染，传染 | infectious: adj. 传染的；传染性的；易传染的
O0961,infer,2,"infer, inference",0,,2,"infer, inference",D0955,kept,in- = in + fer = 带来 → 带来结论 → 推断；-ence 名词后缀,推理得出结论,侦探从线索中推断(infer)出真相，他的推论(inference)很准确,从内引出推断，推论结果,infer from - 从…推断 | make an inference - 做出推论,deduce v. 演绎,infer: vt. 推断；推论vi. 推断；作出推论 | inference: n. 推理；推论；推断
O0962,inferior,1,inferior,0,,1,inferior,D0956,kept,,,,,,,inferior: adj. 差的；自卑的；下级的，下等的n. 下级；次品
O0963,inflation,1,inflation,0,,1,inflation,D0957,kept,,,,,,,inflation: n. 膨胀；通货膨胀；夸张；自命不凡
O0964,inflict,1,inflict,0,,1,inflict,D0958,kept,,,,,,,inflict: vt. 造成；使遭受（损伤、痛苦等）；给予（打击等）
O0965,influence,2,"influence, influential",0,,2,"influence, influential",D0959,kept,词根flu=flow，in-进入，流入→影响,influence是影响，influential是有影响的,水流进入人心，产生影响力,流入(flu)人心就产生影响,influence on - 对...的影响 | influential figure - 有影响的人物,fluent流利的 | fluid流体,influence: n. 影响；势力；感化；有影响的人或事vt. 影响；改变 | influential: adj. 有影响的；有势力的n. 有影响力的人物
O0966,information,1,information,0,,1,information,D0960,kept,,,,,,,information: n. 信息，资料；知识；情报
O0967,ingenious,1,ingenious,0,,1,ingenious,D0961,kept,,,,,,,ingenious: adj. 有独创性的；机灵的，精制的；心灵手巧的
O0968,ingredient,1,ingredient,0,,1,ingredient,D0962,kept,,,,,,,ingredient: n. 原料；要素；组成部分adj. 构成组成部分的
O0969,inhabit,2,"inhabit, inhabitant",0,,2,"inhabit, inhabitant",D0963,kept,in-里 + habit居住 → 居住于,inhabit动词居住，inhabitant名词居民,住在一个地方的人和动作,居住(inhabit)在里面(in)就是居民(inhabitant),inhabit a place - 居住某地 | local inhabitant - 当地居民,habitat栖息地 | cohabit同居,inhabit: vt. 栖息；居住于；占据vi. （古）居住；栖息 | inhabitant: n. 居民；居住者
O0970,inherit,1,inherit,0,,1,inherit,D0964,kept,,,,,,,inherit: vt. 继承；遗传而得vi. 成为继承人
O0971,inhibit,1,inhibit,0,,1,inhibit,D0965,kept,,,,,,,inhibit: vt. 抑制；禁止
O0972,initiate,2,"initiate, initiative",0,,2,"initiate, initiative",D0966,kept,init=开始，源于 in-进入 + ire走 → 开始走,initiate开始/发起，initiative首创精神/主动权,开始走第一步需要主观能动性,先initiate（发起）才需要initiative（主动性）,initiate a plan - 启动计划 | take the initiative - 采取主动,initial最初的 | initiation开始,initiate: vt. 开始，创始；发起；使初步了解n. 开始；新加入者，接受初步知识者adj. 新加入的；接受初步知识的 | initiative: n. 主动权；积极性；首创精神；新方案；倡议adj. 初步的，基础的
O0973,inject,2,"inject, injection",0,,2,"inject, injection",D0967,kept,in-进 + ject=throw扔 → 注入，注射,inject动词注射，injection名词注射,把液体扔进身体,往里面(in)扔(ject)就是注射,inject into - 注入 | give an injection - 打针,reject拒绝 | project项目,inject: vt. 注入；注射 | injection: n. 注射；注射剂；充血；射入轨道
O0974,injure,2,"injure, insult",0,,2,"injure, insult",D0968,kept,injure: in-不 + jur=right→伤害；insult: in-上 + sult=leap跳→侮辱,injure指身体伤害，insult指言语侮辱，都是损害,侮辱的话像跳起来伤人，直接伤害自尊,injure伤身，insult伤口,injure oneself - 受伤 | insult sb. - 侮辱某人,injury伤害 | insulting侮辱的,injure: vt. 伤害，损害 | insult: v. 侮辱；辱骂；损害n. 侮辱；凌辱；无礼
O0975,input,3,"inlet, input, insight",0,,3,"inlet, input, insight",D0969,kept,in-进入 + let让 →入口； in-进入 + put放→输入； in-内 + sight看→洞察,都有in-前缀表示‘向内’，搭配不同动词，形成不同词义,把数据输入(input)，从入口(inlet)观察获得洞察(insight),in（进）+ let（让）是入口；in+put（放）是输入；in+sight（看）是洞察,inlet of the sea - 海入海口 | data input - 数据输入 | have insight into - 有洞察力,outlet出口 | output输出,inlet: n. 入口，进口；插入物；水湾v. 引进; 嵌入; 插入; | input: n. 投入；输入电路vt. [自][电子] 输入；将…输入电脑 | insight: n. 洞察力；洞悉n. (Insight)人名；(英)因赛特
O0976,inner,1,inner,0,,1,inner,D0970,kept,,,,,,,inner: adj. 内部的；内心的；精神的n. 内部
O0977,innovation,1,innovation,0,,1,innovation,D0971,kept,,,,,,,innovation: n. 创新，革新；新方法
O0978,inquire,2,"inquire, inquiry",0,,2,"inquire, inquiry",D0972,kept,in-内 + quire=seek寻求 → 询问，调查,inquire动词询问，inquiry名词调查/询价,深入寻求答案,向里(in)寻求(quire)就是询问,inquire about - 询问关于 | make an inquiry - 做调查,require要求 | acquire获得,inquire: vt. 询问；查究；问明vi. 询问；查究；询价 | inquiry: n. 探究；调查；质询；询盘，询价
O0979,insane,1,insane,0,,1,insane,D0973,kept,,,,,,,insane: adj. 疯狂的；精神病的；极愚蠢的
O0980,inspection,1,inspection,0,,1,inspection,D0974,kept,,,,,,,inspection: n. 视察，检查
O0981,inspiration,1,inspiration,0,,1,inspiration,D0975,kept,,,,,,,inspiration: n. 灵感；鼓舞；吸气；妙计
O0982,install,3,"install, installation, installment",0,,3,"install, installation, installment",D0976,kept,in-内 + stall安置 → 安装,install安装，installation安装/就职，installment分期付款/安装,安装设备，分期付款像分期安装,安装(install)好了，分期(installment)付清,install software - 安装软件 | installation process - 安装过程 | in installments - 分期付款,stall摊位 | installer安装者,install: vt. 安装；任命；安顿 | installation: n. 安装，装置；就职 | installment: n. 安装；分期付款；部分；就职
O0983,instance,3,"instance, instantaneous, instantly",0,,3,"instance, instantaneous, instantly",D0977,kept,词根stare=stand站立，instance站近→例子；instantaneous瞬间的；instantly即刻,instance是站出来的例子，instantaneous和instantly都表示立即发生,例子突然站到你面前，瞬间出现,举例(instance)瞬间(instantaneously)出现，立刻(instantly)明白,for instance - 例如 | instantaneous response - 即时响应 | instantly knew - 立刻知道,instant立即的 | constant持续的,instance: n. 实例；情况；建议vt. 举...为例 | instantaneous: adj. 瞬间的；即时的；猝发的 | instantly: adv. 立即地；马上地；即刻地conj. 一…就…
O0984,instinct,1,instinct,0,,1,instinct,D0978,kept,,,,,,,instinct: n. 本能，直觉；天性adj. 充满着的
O0985,institute,2,"institute, institution",0,,2,"institute, institution",D0979,kept,in-上 + stitute=set up建立 → 建立，机构,institute建立/机构，institution制度/机构,建立机构形成制度,建立(institute)后形成制度(institution),research institute - 研究所 | educational institution - 教育机构,constitute构成 | substitute替代,institute: n. （尤指科学、教育的）机构，研究所，学会；机构建筑；（与法律相关的）注释，概要v. 实行，建立；授予……职位；提出（诉讼） | institution: n. 制度；建立；（社会或宗教等）公共机构；习俗
O0986,instruct,4,"instruct, instruction, instrument, instrumental",0,,4,"instruct, instruction, instrument, instrumental",D0980,kept,词根struct/build建造；instruct=把知识构建进去→教导；instrument=建造的东西→工具,instruct教导，instruction指令/教导，instrument工具，instrumental有帮助的/乐器的,老师用工具构建知识给学生的指令,教导(instruct)用工具(instrument)发出指令(instruction)有帮助(instrumental),instruct sb. to do - 命令某人做 | follow instructions - 遵循说明 | musical instrument - 乐器 | instrumental in - 在...中起作用,construct建造 | destruct毁坏,instruct: vt. 指导；通知；命令；教授 | instruction: n. 指令，命令；指示；教导；用法说明 | instrument: n. 仪器；工具；乐器；手段；器械vt. 给……装测量仪器 | instrumental: adj. 乐器的；有帮助的；仪器的，器械的n. 器乐曲；工具字，工具格
O0987,insufficient,1,insufficient,0,,1,insufficient,D0981,kept,,,,,,,insufficient: adj. 不足的；不能胜任的，缺乏能力的
O0988,insulate,1,insulate,0,,1,insulate,D0982,kept,,,,,,,insulate: vt. 隔离，使孤立；使绝缘，使隔热
O0989,insure,2,"insurance, insure",0,,2,"insurance, insure",D0983,kept,in-使+sure-确定,insure投保/确保（北美），insurance保险,为了确保(in+sure)未来安全，你购买保险(insurance),投保(insure)获得保险(insurance),insure against - 投保以防 | insurance policy - 保险单,"assure, ensure, insure 区别",insurance: n. 保险；保险费；保险契约；赔偿金 | insure: vt. 给……保险；北美确保，保证vi. 投保；北美确保
O0990,intact,1,intact,0,,1,intact,D0984,kept,,,,,,,intact: adj. 完整的；原封不动的；未受损伤的
O0991,integrate,3,"integral, integrate, integrity",0,,3,"integral, integrate, integrity",D0985,kept,词根integr-表示‘完整’,同词根，integrate使完整，integral完整的，integrity正直（人格完整）,拼图碎片整合成完整图案，人格完整即正直,整合(integrate)完整(integral)的整体，人格完整即正直(integrity),integrate into - 融入 | integral part - 组成部分 | integrity of character - 人格的完整,intact adj. 未受损的（词根tact-接触）,integral: adj. 积分的；完整的，整体的；构成整体所必须的n. 积分；部分；完整 | integrate: vt. 使…完整；使…成整体；求…的积分；表示…的总和vi. 求积分；取消隔离；成为一体adj. 整合的；完全的n. 一体化；集成体 | integrity: n. 完整；正直；诚实；廉正
O0992,intellect,5,"intellect, intellectual, intelligence, intelligent, intelligible",0,,5,"intellect, intellectual, intelligence, intelligent, intelligible",D0986,kept,intel-(inter-变体)+lect/lig-选择、收集、阅读,均与智力、理解相关；智力即从信息中辨别选择的能力,聪明的侦探(intelligent)凭借智力(intelligence)将复杂情报变得可理解(intelligible)，展现高超智力(intellect),智慧(intellect)的(intellectual)情报(intelligence)智能(intelligent)可理解(intelligible),artificial intelligence - 人工智能 | intellectual property - 知识产权 | intelligent design - 智能设计,intelligible vs. intelligent 区别,intellect: n. 智力，理解力；思维逻辑领悟力；智力高的人 | intellectual: adj. 智力的；聪明的；理智的n. 知识分子；凭理智做事者 | intelligence: n. 智力；情报工作；情报机关；理解力；才智，智慧；天分 | intelligent: adj. 智能的；聪明的；理解力强的 | intelligible: adj. 可理解的；明了的；仅能用智力了解的
O0993,intense,4,"intense, intensify, intensity, intensive",0,,4,"intense, intensify, intensity, intensive",D0987,kept,in-加强+tens/tend-伸展,词根‘伸展’引申为拉紧、强烈；intense强烈的，intensify加强，intensity强度，intensive集中的,拉伸橡皮筋，越拉越紧变得intense，强化(intensify)过程，达到高强度(intensity)，进行集中(intensive)训练,强烈(intense)强化(intensify)强度(intensity)集中(intensive),intense heat - 酷热 | intensive training - 强化训练 | high intensity - 高强度,intensive 与 extensive 对比,intense: adj. 强烈的；紧张的；非常的；热情的 | intensify: vi. 增强，强化；变激烈vt. 使加强，使强化；使变激烈 | intensity: n. 强度；强烈；[电子] 亮度；紧张 | intensive: adj. 加强的；集中的；透彻的；加强语气的n. 加强器
O0994,intention,3,"intent, intention, intentional",0,,3,"intent, intention, intentional",D0988,kept,in-朝向+tend-伸展（内心伸展的方向）,均表意图；intent专心的/意图，intention意图，intentional故意的,一个人专心(intent)瞄准目标，目标即intention，若伤人则为intentional,意图(intention)明确(intent)故意(intentional),with intent to - 意图做 | good intention - 好意 | intentional act - 故意行为,intent 与 intense 形近但不同,intent: n. 意图；目的；含义adj. 专心的；急切的；坚决的 | intention: n. 意图；目的；意向；愈合 | intentional: adj. 故意的；蓄意的；策划的
O0995,interact,2,"interact, interaction",0,,2,"interact, interaction",D0989,kept,inter-相互+act-行动,interact互动（动词），interaction互动（名词）,演员相互表演(interact)，产生互动(interaction),互动(interact)产生相互作用(interaction),interact with - 与…互动 | social interaction - 社交互动,interplay n. 相互作用,interact: vt. 互相影响；互相作用vi. 互相影响；互相作用n. 幕间剧；幕间休息 | interaction: n. 相互作用，相互影响；交流；[数] 交互作用；互动
